game_pk,game_date,home_team,away_team,home_win,sim_home_wp,kalshi_home_prob,edge,sim_total_runs,sim_home_runs,sim_away_runs,kalshi_volume
777771,2025-05-26,BAL,STL,1,0.493,0.48,0.013000000000000012,8.785,4.194,4.591,178109.0
777759,2025-05-26,TEX,TOR,0,0.549,0.56,-0.01100000000000001,7.643000000000001,3.878,3.765,113189.0
777760,2025-05-26,KC,CIN,0,0.558,0.54,0.018000000000000016,10.3,5.414,4.886,128139.0
777758,2025-05-26,NYM,CWS,1,0.551,0.72,-0.16899999999999993,9.518,4.957,4.561,278708.0
777769,2025-05-26,CLE,LAD,0,0.471,0.4,0.07099999999999995,9.634,4.525,5.109,157456.0
777762,2025-05-26,TB,MIN,1,0.466,0.53,-0.064,10.553,5.01,5.543,130806.0
777761,2025-05-26,AZ,PIT,1,0.487,0.65,-0.16300000000000003,9.363,4.587,4.776,67677.0
777756,2025-05-26,SD,MIA,1,0.374,0.6,-0.22599999999999998,8.971,3.748,5.223,221779.0
777763,2025-05-26,LAA,NYY,0,0.602,0.38,0.22199999999999998,9.983,5.385,4.598,113270.0
777753,2025-05-27,CLE,LAD,0,0.396,0.46,-0.064,8.402,3.552,4.85,97956.0
777754,2025-05-27,BAL,STL,0,0.491,0.47,0.02100000000000002,8.865,4.235,4.63,88639.0
777755,2025-05-27,DET,SF,1,0.405,0.49,-0.08499999999999996,8.86,3.877,4.983,64953.0
777748,2025-05-27,PHI,ATL,1,0.571,0.51,0.06099999999999994,10.440000000000001,5.391,5.049,99037.0
777746,2025-05-27,TB,MIN,0,0.36,0.48,-0.12,8.373999999999999,3.441,4.933,34962.0
777749,2025-05-27,NYM,CWS,1,0.482,0.72,-0.238,9.582,4.659,4.923,94804.0
777750,2025-05-27,KC,CIN,0,0.582,0.53,0.051999999999999935,8.597999999999999,4.495,4.103,42849.0
777747,2025-05-27,MIL,BOS,1,0.527,0.52,0.007000000000000006,8.582,4.269,4.313,95483.0
777751,2025-05-27,CHC,COL,1,0.701,0.75,-0.049000000000000044,10.785,6.411,4.374,179006.0
777741,2025-05-27,TEX,TOR,1,0.585,0.58,0.0050000000000000044,8.093,4.251,3.842,72190.0
777752,2025-05-27,HOU,ATH,1,0.539,0.69,-0.1509999999999999,9.493,4.809,4.684,21426.0
777745,2025-05-27,LAA,NYY,0,0.327,0.35,-0.022999999999999965,13.5,5.516,7.984,94995.0
777744,2025-05-27,AZ,PIT,0,0.606,0.71,-0.10399999999999998,9.225999999999999,5.106,4.12,97441.0
777743,2025-05-27,SEA,WSH,1,0.448,0.61,-0.16199999999999998,10.091,4.725,5.366,18174.0
777742,2025-05-27,SD,MIA,1,0.482,0.61,-0.128,9.91,4.753,5.157,182309.0
777739,2025-05-28,CLE,LAD,1,0.475,0.39,0.08499999999999996,11.963000000000001,5.749,6.214,122387.0
777738,2025-05-28,DET,SF,1,0.5,0.52,-0.020000000000000018,8.809000000000001,4.165,4.644,97669.0
777732,2025-05-28,TB,MIN,1,0.573,0.55,0.02299999999999991,8.056999999999999,4.249,3.808,57916.0
777737,2025-05-28,NYM,CWS,0,0.41,0.69,-0.27999999999999997,9.600000000000001,4.168,5.432,101564.0
777736,2025-05-28,MIL,BOS,1,0.573,0.59,-0.017000000000000015,7.837999999999999,4.095,3.743,189590.0
777734,2025-05-28,HOU,ATH,1,0.361,0.57,-0.20899999999999996,9.437999999999999,3.83,5.608,109875.0
777729,2025-05-28,AZ,PIT,0,0.373,0.56,-0.18700000000000006,8.395,3.556,4.839,142940.0
777726,2025-05-28,SD,MIA,0,0.459,0.6,-0.14099999999999996,9.86,4.602,5.258,204061.0
777740,2025-05-28,BAL,STL,0,0.494,0.51,-0.016000000000000014,10.138,4.918,5.22,226695.0
777733,2025-05-28,KC,CIN,1,0.466,0.49,-0.023999999999999966,7.5120000000000005,3.486,4.026,102436.0
777731,2025-05-28,CHC,COL,1,0.61,0.77,-0.16000000000000003,10.299,5.626,4.673,61037.0
777724,2025-05-28,TEX,TOR,0,0.589,0.56,0.028999999999999915,9.761,5.186,4.575,125607.0
777728,2025-05-28,LAA,NYY,0,0.446,0.41,0.03600000000000003,10.529,4.806,5.723,183028.0
777730,2025-05-28,SEA,WSH,0,0.447,0.67,-0.22300000000000003,8.786000000000001,4.056,4.73,74207.0
777735,2025-05-29,PHI,ATL,1,0.664,0.48,0.18400000000000005,10.077000000000002,5.847,4.23,172217.0
777723,2025-05-29,PHI,ATL,0,0.61,0.48,0.13,8.57,4.585,3.985,172217.0
777727,2025-05-29,TOR,ATH,1,0.493,0.61,-0.11699999999999999,9.803,4.718,5.085,67108.0
777725,2025-05-29,HOU,TB,0,0.492,0.52,-0.028000000000000025,8.183,3.972,4.211,158113.0
777722,2025-05-29,SEA,WSH,0,0.413,0.53,-0.11700000000000005,9.574,4.295,5.279,321287.0
777712,2025-05-30,CHC,CIN,0,0.595,0.61,-0.015000000000000013,9.288,4.979,4.309,200784.0
777720,2025-05-30,BAL,CWS,1,0.614,0.66,-0.04600000000000004,9.440000000000001,5.21,4.23,146703.0
777715,2025-05-30,PHI,MIL,0,0.578,0.55,0.027999999999999914,12.873,6.587,6.286,200668.0
777716,2025-05-30,TOR,ATH,1,0.511,0.63,-0.119,10.407,5.139,5.268,64727.0
777721,2025-05-30,CLE,LAA,0,0.527,0.58,-0.052999999999999936,9.459,4.745,4.714,83725.0
777718,2025-05-30,NYM,COL,1,0.487,0.75,-0.263,10.193999999999999,4.937,5.257,110450.0
777717,2025-05-30,MIA,SF,0,0.358,0.41,-0.05199999999999999,9.732,4.051,5.681,117916.0
777719,2025-05-30,ATL,BOS,0,0.521,0.61,-0.08899999999999997,10.14,4.987,5.153,149176.0
777709,2025-05-30,TEX,STL,1,0.517,0.46,0.056999999999999995,9.802,4.88,4.922,37652.0
777711,2025-05-30,KC,DET,0,0.585,0.47,0.11499999999999999,10.100999999999999,5.349,4.752,175010.0
777714,2025-05-30,HOU,TB,1,0.516,0.59,-0.07399999999999995,8.704,4.258,4.446,82979.0
777710,2025-05-30,AZ,WSH,0,0.42,0.67,-0.25000000000000006,10.311,4.581,5.73,214527.0
777707,2025-05-30,SD,PIT,1,0.51,0.64,-0.13,8.817,4.366,4.451,136257.0
777713,2025-05-30,SEA,MIN,0,0.645,0.6,0.04500000000000004,8.722999999999999,4.997,3.726,145469.0
777708,2025-05-30,LAD,NYY,1,0.455,0.44,0.015000000000000013,10.447,4.81,5.637,315350.0
777704,2025-05-31,CHC,CIN,1,0.526,0.62,-0.09399999999999997,8.687999999999999,4.334,4.354,145964.0
777701,2025-05-31,TOR,ATH,1,0.478,0.58,-0.10199999999999998,9.399000000000001,4.424,4.975,126594.0
777697,2025-05-31,TEX,STL,0,0.477,0.43,0.046999999999999986,10.643,5.06,5.583,67163.0
777699,2025-05-31,BAL,CWS,1,0.543,0.61,-0.06699999999999995,9.867,4.971,4.896,103595.0
777702,2025-05-31,PHI,MIL,0,0.575,0.63,-0.05500000000000005,8.725999999999999,4.499,4.227,108171.0
777703,2025-05-31,CLE,LAA,1,0.487,0.61,-0.123,12.143,5.896,6.247,141589.0
777694,2025-05-31,KC,DET,1,0.443,0.38,0.063,10.008,4.523,5.485,83398.0
777700,2025-05-31,NYM,COL,1,0.629,0.77,-0.14100000000000001,10.643999999999998,5.895,4.749,69404.0
777693,2025-05-31,HOU,TB,0,0.554,0.55,0.0040000000000000036,9.439,4.931,4.508,78707.0
777706,2025-05-31,ATL,BOS,1,0.525,0.64,-0.11499999999999999,10.136,5.101,5.035,37975.0
777705,2025-05-31,MIA,SF,1,0.456,0.44,0.016000000000000014,9.960999999999999,4.595,5.366,105355.0
777695,2025-05-31,SEA,MIN,1,0.46,0.51,-0.04999999999999999,8.213999999999999,3.795,4.419,309695.0
777698,2025-05-31,LAD,NYY,1,0.507,0.48,0.027000000000000024,10.002,4.937,5.065,176948.0
777691,2025-05-31,SD,PIT,0,0.613,0.68,-0.06700000000000006,9.216999999999999,5.039,4.178,200859.0
777696,2025-05-31,AZ,WSH,0,0.506,0.64,-0.134,10.917,5.372,5.545,193074.0
777678,2025-06-01,TEX,STL,1,0.508,0.61,-0.10199999999999998,9.193999999999999,4.469,4.725,130864.0
777692,2025-06-01,ATL,BOS,0,0.278,0.48,-0.20199999999999996,9.116,3.176,5.94,92632.0
777684,2025-06-01,BAL,CWS,1,0.507,0.58,-0.07299999999999995,10.004999999999999,4.879,5.126,87736.0
777688,2025-06-01,PHI,MIL,0,0.478,0.6,-0.122,10.146,4.863,5.283,88487.0
777685,2025-06-01,TOR,ATH,1,0.632,0.71,-0.07799999999999996,8.971,4.986,3.985,177289.0
777683,2025-06-01,CLE,LAA,1,0.415,0.65,-0.23500000000000004,9.235,4.029,5.206,43576.0
777686,2025-06-01,NYM,COL,1,0.542,0.79,-0.248,9.392,4.859,4.533,141317.0
777689,2025-06-01,MIA,SF,0,0.591,0.48,0.11099999999999999,9.283000000000001,4.942,4.341,100708.0
777677,2025-06-01,KC,DET,0,0.586,0.59,-0.0040000000000000036,8.811,4.636,4.175,138846.0
777690,2025-06-01,HOU,TB,1,0.522,0.6,-0.07799999999999996,8.737,4.431,4.306,83848.0
777687,2025-06-01,CHC,CIN,1,0.602,0.59,0.01200000000000001,8.757000000000001,4.756,4.001,37755.0
777679,2025-06-01,AZ,WSH,1,0.608,0.68,-0.07200000000000006,10.203,5.61,4.593,143183.0
777680,2025-06-01,SEA,MIN,1,0.531,0.55,-0.019000000000000017,9.183,4.6,4.583,260888.0
777681,2025-06-01,SD,PIT,1,0.49,0.73,-0.24,9.304,4.456,4.848,254216.0
777682,2025-06-01,LAD,NYY,0,0.56,0.63,-0.06999999999999995,9.636,4.975,4.661,534483.0
777673,2025-06-02,MIA,COL,0,0.515,0.65,-0.135,11.556999999999999,5.903,5.654,448672.0
777670,2025-06-02,BOS,LAA,0,0.615,0.58,0.03500000000000003,11.228,6.101,5.127,266614.0
777671,2025-06-02,CIN,MIL,0,0.581,0.5,0.08099999999999996,9.665,5.111,4.554,276518.0
777674,2025-06-02,CWS,DET,0,0.481,0.31,0.17099999999999999,8.495999999999999,4.026,4.47,118012.0
777676,2025-06-02,SF,SD,0,0.556,0.63,-0.07399999999999995,8.889,4.608,4.281,403931.0
777669,2025-06-02,ATH,MIN,0,0.467,0.41,0.05700000000000005,7.6240000000000006,3.514,4.11,217914.0
777675,2025-06-02,LAD,NYM,0,0.388,0.61,-0.22199999999999998,14.678999999999998,6.156,8.523,572744.0
777663,2025-06-03,PIT,HOU,0,0.498,0.6,-0.10199999999999998,8.408999999999999,4.101,4.308,175814.0
777666,2025-06-03,MIA,COL,0,0.52,0.62,-0.09999999999999998,8.543,4.246,4.297,291489.0
777659,2025-06-03,WSH,CHC,0,0.51,0.44,0.07,10.148,5.012,5.136,211470.0
777664,2025-06-03,NYY,CLE,1,0.475,0.66,-0.18500000000000005,9.242,4.357,4.885,241039.0
777665,2025-06-03,TOR,PHI,0,0.404,0.45,-0.045999999999999985,8.782,3.778,5.004,125205.0
777667,2025-06-03,BOS,LAA,0,0.53,0.58,-0.04999999999999993,9.286999999999999,4.723,4.564,439761.0
777668,2025-06-03,CIN,MIL,1,0.552,0.55,0.0020000000000000018,8.011,4.118,3.893,162841.0
777672,2025-06-03,ATL,AZ,0,0.466,0.61,-0.14399999999999996,10.84,5.116,5.724,145303.0
777662,2025-06-03,TB,TEX,1,0.53,0.58,-0.04999999999999993,7.5649999999999995,3.746,3.819,59452.0
777661,2025-06-03,CWS,DET,1,0.465,0.4,0.065,8.047,3.8,4.247,218151.0
777660,2025-06-03,STL,KC,0,0.52,0.59,-0.06999999999999995,9.909,4.908,5.001,194373.0
777655,2025-06-03,SEA,BAL,0,0.569,0.58,-0.01100000000000001,8.981,4.718,4.263,242277.0
777656,2025-06-03,SF,SD,0,0.561,0.59,-0.028999999999999915,9.5,4.842,4.658,482971.0
777658,2025-06-03,ATH,MIN,0,0.544,0.34,0.20400000000000001,9.429,4.793,4.636,177697.0
777657,2025-06-03,LAD,NYM,1,0.41,0.58,-0.16999999999999998,12.501999999999999,5.529,6.973,620543.0
777652,2025-06-04,MIA,COL,0,0.525,0.58,-0.05499999999999994,9.794,4.866,4.928,408126.0
777647,2025-06-04,CIN,MIL,0,0.557,0.55,0.007000000000000006,10.233,5.367,4.866,143552.0
777649,2025-06-04,BOS,LAA,1,0.515,0.56,-0.04500000000000004,9.222999999999999,4.637,4.586,291054.0
777648,2025-06-04,PIT,HOU,1,0.431,0.47,-0.03899999999999998,9.315999999999999,4.16,5.156,263015.0
777650,2025-06-04,WSH,CHC,1,0.418,0.45,-0.03200000000000003,11.135,4.95,6.185,260496.0
777653,2025-06-04,NYY,CLE,0,0.513,0.64,-0.127,8.344000000000001,4.107,4.237,187909.0
777651,2025-06-04,TOR,PHI,1,0.437,0.5,-0.063,9.341,4.286,5.055,199517.0
777654,2025-06-04,ATL,AZ,0,0.562,0.62,-0.05799999999999994,9.571,5.008,4.563,251765.0
777646,2025-06-04,TB,TEX,1,0.556,0.54,0.016000000000000014,9.11,4.769,4.341,136699.0
777639,2025-06-04,CWS,DET,0,0.404,0.35,0.05400000000000005,9.345,4.054,5.291,254704.0
777645,2025-06-04,SEA,BAL,0,0.574,0.51,0.06399999999999995,9.759,5.066,4.693,517748.0
777641,2025-06-04,SF,SD,1,0.467,0.49,-0.022999999999999965,10.164,4.773,5.391,328877.0
777638,2025-06-04,LAD,NYM,0,0.525,0.59,-0.06499999999999995,11.255,5.605,5.65,309637.0
777640,2025-06-05,ATL,AZ,0,0.458,0.58,-0.12199999999999994,9.481,4.364,5.117,454261.0
777642,2025-06-05,STL,KC,1,0.499,0.52,-0.02100000000000002,10.780999999999999,5.245,5.536,152460.0
777635,2025-06-05,STL,KC,0,0.517,0.52,-0.0030000000000000027,10.237,5.014,5.223,152460.0
777634,2025-06-05,CWS,DET,1,0.489,0.36,0.129,9.443000000000001,4.642,4.801,446694.0
777637,2025-06-05,TOR,PHI,1,0.417,0.49,-0.07300000000000001,9.712,4.233,5.479,94597.0
777636,2025-06-05,ATH,MIN,1,0.522,0.36,0.16200000000000003,9.771,4.846,4.925,152941.0
777628,2025-06-05,SEA,BAL,0,0.626,0.59,0.03600000000000003,7.63,4.345,3.285,236601.0
777633,2025-06-05,SF,SD,1,0.431,0.52,-0.08900000000000002,8.974,4.074,4.9,421860.0
777631,2025-06-05,LAD,NYM,1,0.47,0.55,-0.08000000000000007,10.839,5.139,5.7,359229.0
777630,2025-06-05,PIT,HOU,0,0.515,0.43,0.08500000000000002,9.234,4.54,4.694,296541.0
777632,2025-06-05,WSH,CHC,0,0.573,0.42,0.15299999999999997,10.078,5.324,4.754,150503.0
777644,2025-06-05,NYY,CLE,1,0.631,0.72,-0.08899999999999997,10.393999999999998,5.834,4.56,177810.0
777629,2025-06-05,TB,TEX,1,0.516,0.57,-0.05399999999999994,9.131,4.555,4.576,373424.0
777625,2025-06-06,TB,MIA,1,0.466,0.57,-0.10399999999999993,9.280000000000001,4.381,4.899,461771.0
777621,2025-06-06,PIT,PHI,1,0.405,0.45,-0.044999999999999984,9.629999999999999,4.178,5.452,217486.0
777624,2025-06-06,WSH,TEX,1,0.512,0.49,0.02200000000000002,9.852,4.885,4.967,159858.0
777627,2025-06-06,NYY,BOS,1,0.563,0.65,-0.08700000000000008,10.812999999999999,5.579,5.234,203871.0
777623,2025-06-06,CIN,AZ,1,0.539,0.49,0.049000000000000044,9.425,4.776,4.649,238009.0
777626,2025-06-06,DET,CHC,1,0.423,0.65,-0.22700000000000004,9.532,4.287,5.245,250293.0
777622,2025-06-06,CLE,HOU,0,0.405,0.46,-0.05499999999999999,10.163,4.499,5.664,162828.0
777618,2025-06-06,CWS,KC,1,0.422,0.45,-0.028000000000000025,10.197,4.516,5.681,191920.0
777615,2025-06-06,MIN,TOR,0,0.512,0.56,-0.04800000000000004,9.522,4.761,4.761,164905.0
777617,2025-06-06,MIL,SD,0,0.561,0.58,-0.018999999999999906,9.337,4.978,4.359,176207.0
777620,2025-06-06,STL,LAD,1,0.519,0.53,-0.01100000000000001,11.245000000000001,5.61,5.635,173694.0
777616,2025-06-06,COL,NYM,0,0.404,0.29,0.11400000000000005,9.248999999999999,3.957,5.292,412093.0
777614,2025-06-06,LAA,SEA,1,0.384,0.47,-0.08599999999999997,9.628,4.089,5.539,165813.0
777613,2025-06-06,ATH,BAL,1,0.537,0.48,0.05700000000000005,10.323,5.181,5.142,329326.0
777619,2025-06-06,SF,ATL,1,0.399,0.44,-0.04099999999999998,9.367,4.041,5.326,409216.0
777609,2025-06-07,DET,CHC,0,0.456,0.49,-0.033999999999999975,8.761,4.113,4.648,226692.0
777600,2025-06-07,MIN,TOR,0,0.362,0.52,-0.15800000000000003,10.486,4.371,6.115,177221.0
777601,2025-06-07,STL,LAD,1,0.491,0.36,0.131,9.858,4.808,5.05,304258.0
777610,2025-06-07,WSH,TEX,0,0.377,0.4,-0.02300000000000002,9.739999999999998,4.111,5.629,94388.0
777607,2025-06-07,PIT,PHI,1,0.434,0.43,0.0040000000000000036,9.331,4.203,5.128,181628.0
777598,2025-06-07,SF,ATL,1,0.647,0.57,0.07700000000000007,10.219999999999999,5.765,4.455,214163.0
777612,2025-06-07,CIN,AZ,1,0.352,0.5,-0.14800000000000002,9.835,4.046,5.789,94512.0
777608,2025-06-07,CLE,HOU,0,0.447,0.48,-0.032999999999999974,9.045,4.084,4.961,244121.0
777606,2025-06-07,CWS,KC,1,0.481,0.44,0.04099999999999998,10.764,5.071,5.693,147653.0
777611,2025-06-07,TB,MIA,0,0.483,0.61,-0.127,8.649999999999999,4.129,4.521,365690.0
777605,2025-06-07,NYY,BOS,0,0.401,0.51,-0.10899999999999999,8.583,3.723,4.86,492666.0
777597,2025-06-07,MIL,SD,1,0.48,0.56,-0.08000000000000007,10.07,4.749,5.321,313830.0
777603,2025-06-07,LAA,SEA,1,0.434,0.4,0.033999999999999975,9.245999999999999,4.156,5.09,258835.0
777604,2025-06-07,COL,NYM,0,0.249,0.29,-0.04099999999999998,10.026,3.406,6.62,243249.0
777599,2025-06-07,ATH,BAL,0,0.615,0.47,0.14500000000000002,9.576,5.226,4.35,251655.0
777592,2025-06-08,TB,MIA,1,0.568,0.68,-0.1120000000000001,7.803,4.104,3.699,139360.0
777586,2025-06-08,MIL,SD,0,0.537,0.61,-0.07299999999999995,9.228,4.742,4.486,132960.0
777596,2025-06-08,WSH,TEX,0,0.566,0.47,0.09599999999999997,10.271,5.372,4.899,200432.0
777595,2025-06-08,PIT,PHI,1,0.522,0.53,-0.008000000000000007,8.306999999999999,4.122,4.185,137515.0
777602,2025-06-08,CIN,AZ,1,0.469,0.48,-0.01100000000000001,9.370000000000001,4.466,4.904,54502.0
777594,2025-06-08,DET,CHC,1,0.464,0.52,-0.055999999999999994,9.709,4.513,5.196,107200.0
777591,2025-06-08,CLE,HOU,1,0.539,0.57,-0.030999999999999917,8.868,4.506,4.362,62509.0
777585,2025-06-08,MIN,TOR,1,0.587,0.64,-0.05300000000000005,7.755,4.093,3.662,115628.0
777590,2025-06-08,CWS,KC,0,0.571,0.47,0.10099999999999998,8.677,4.61,4.067,168178.0
777582,2025-06-08,STL,LAD,0,0.71,0.45,0.25999999999999995,11.077,6.534,4.543,122956.0
777583,2025-06-08,COL,NYM,0,0.472,0.3,0.172,9.367,4.452,4.915,162991.0
777588,2025-06-08,ATH,BAL,1,0.543,0.47,0.07300000000000006,9.437999999999999,4.838,4.6,115807.0
777587,2025-06-08,SF,ATL,1,0.475,0.45,0.024999999999999967,9.17,4.382,4.788,217513.0
777589,2025-06-08,LAA,SEA,0,0.378,0.46,-0.08200000000000002,10.045,4.144,5.901,213513.0
777593,2025-06-08,NYY,BOS,0,0.584,0.69,-0.10599999999999998,10.48,5.487,4.993,429032.0
777580,2025-06-09,CLE,CIN,0,0.627,0.59,0.03700000000000003,8.602,4.819,3.783,244076.0
777574,2025-06-09,PIT,MIA,1,0.474,0.53,-0.05600000000000005,8.399000000000001,3.92,4.479,110375.0
777578,2025-06-09,PHI,CHC,1,0.603,0.54,0.06299999999999994,9.326,5.111,4.215,244715.0
777584,2025-06-09,BOS,TB,0,0.502,0.51,-0.008000000000000007,8.719999999999999,4.215,4.505,584689.0
777575,2025-06-09,MIL,ATL,0,0.355,0.4,-0.04500000000000004,9.503,3.844,5.659,168068.0
777581,2025-06-09,STL,TOR,0,0.511,0.54,-0.029000000000000026,9.372,4.608,4.764,161185.0
777576,2025-06-09,LAA,ATH,1,0.374,0.58,-0.20599999999999996,10.142,4.271,5.871,115191.0
777579,2025-06-09,SD,LAD,0,0.341,0.47,-0.12899999999999995,8.812999999999999,3.518,5.295,537147.0
777577,2025-06-09,AZ,SEA,1,0.502,0.62,-0.118,10.638,5.243,5.395,337710.0
777573,2025-06-10,BAL,DET,0,0.367,0.56,-0.19300000000000006,9.187000000000001,3.782,5.405,438171.0
777569,2025-06-10,CLE,CIN,0,0.462,0.51,-0.04799999999999999,9.818000000000001,4.583,5.235,132493.0
777566,2025-06-10,PIT,MIA,0,0.456,0.59,-0.13399999999999995,8.666,3.989,4.677,232070.0
777571,2025-06-10,PHI,CHC,0,0.491,0.51,-0.019000000000000017,10.267,4.932,5.335,197638.0
777570,2025-06-10,NYM,WSH,1,0.548,0.58,-0.03199999999999992,10.992,5.548,5.444,402862.0
777565,2025-06-10,BOS,TB,1,0.498,0.52,-0.02200000000000002,9.259,4.491,4.768,90993.0
777557,2025-06-10,MIN,TEX,0,0.379,0.52,-0.14100000000000001,9.446000000000002,3.99,5.456,173899.0
777572,2025-06-10,KC,NYY,0,0.486,0.37,0.11599999999999999,9.960999999999999,4.699,5.262,64300.0
777568,2025-06-10,MIL,ATL,1,0.407,0.46,-0.05300000000000005,10.001000000000001,4.45,5.551,96702.0
777558,2025-06-10,STL,TOR,0,0.564,0.55,0.013999999999999901,10.196,5.348,4.848,121851.0
777567,2025-06-10,HOU,CWS,0,0.567,0.62,-0.05300000000000005,8.487,4.38,4.107,165311.0
777563,2025-06-10,COL,SF,0,0.49,0.35,0.14,8.655000000000001,4.182,4.473,366859.0
777564,2025-06-10,LAA,ATH,1,0.418,0.61,-0.192,10.006,4.425,5.581,479486.0
777560,2025-06-10,SD,LAD,1,0.4,0.51,-0.10999999999999999,8.306000000000001,3.608,4.698,470930.0
777559,2025-06-10,AZ,SEA,1,0.619,0.56,0.05899999999999994,10.471,5.737,4.734,157792.0
777552,2025-06-11,PIT,MIA,1,0.526,0.6,-0.07399999999999995,10.084,5.104,4.98,153410.0
777553,2025-06-11,PHI,CHC,1,0.412,0.51,-0.09800000000000003,9.424,4.092,5.332,113104.0
777549,2025-06-11,CLE,CIN,1,0.442,0.48,-0.03799999999999998,8.986,4.077,4.909,167764.0
777554,2025-06-11,MIL,ATL,0,0.493,0.38,0.11299999999999999,8.631,4.199,4.432,178460.0
777545,2025-06-11,STL,TOR,0,0.493,0.56,-0.06700000000000006,9.958,4.822,5.136,164387.0
777548,2025-06-11,AZ,SEA,1,0.387,0.52,-0.133,8.821,3.734,5.087,226803.0
777542,2025-06-11,LAA,ATH,1,0.397,0.59,-0.19299999999999995,11.43,5.041,6.389,335677.0
777543,2025-06-11,SD,LAD,0,0.426,0.42,0.006000000000000005,10.073,4.425,5.648,218157.0
777562,2025-06-11,BAL,DET,1,0.615,0.55,0.06499999999999995,10.077,5.498,4.579,314486.0
777555,2025-06-11,NYM,WSH,1,0.546,0.72,-0.17399999999999993,9.613,4.77,4.843,76963.0
777561,2025-06-11,BOS,TB,1,0.537,0.53,0.007000000000000006,10.062000000000001,5.048,5.014,250508.0
777556,2025-06-11,MIN,TEX,1,0.511,0.59,-0.07899999999999996,9.682,4.796,4.886,198613.0
777551,2025-06-11,KC,NYY,0,0.564,0.47,0.09399999999999997,9.597000000000001,4.995,4.602,138212.0
777550,2025-06-11,HOU,CWS,1,0.591,0.62,-0.029000000000000026,8.902,4.725,4.177,78146.0
777547,2025-06-11,COL,SF,0,0.384,0.36,0.02400000000000002,9.817,4.25,5.567,307093.0
777544,2025-06-12,NYM,WSH,1,0.563,0.66,-0.09700000000000009,9.553,4.895,4.658,366870.0
777533,2025-06-12,MIN,TEX,0,0.554,0.59,-0.03599999999999992,8.902999999999999,4.526,4.377,216963.0
777534,2025-06-12,COL,SF,1,0.393,0.37,0.02300000000000002,11.508,5.093,6.415,563072.0
777540,2025-06-12,BAL,DET,0,0.482,0.36,0.122,8.393,4.051,4.342,301091.0
777536,2025-06-12,KC,NYY,0,0.561,0.46,0.10100000000000003,9.072,4.7,4.372,391983.0
777532,2025-06-12,MIL,STL,1,0.51,0.45,0.06,9.681000000000001,4.757,4.924,103938.0
777541,2025-06-12,CHC,PIT,1,0.581,0.66,-0.07900000000000007,9.205,4.842,4.363,165305.0
777546,2025-06-12,HOU,CWS,1,0.628,0.72,-0.09199999999999997,9.635000000000002,5.32,4.315,240815.0
777526,2025-06-13,CHC,PIT,0,0.526,0.52,0.006000000000000005,8.739,4.348,4.391,582187.0
777531,2025-06-13,PHI,TOR,1,0.471,0.52,-0.049000000000000044,8.796,4.107,4.689,332292.0
777530,2025-06-13,WSH,MIA,0,0.563,0.51,0.052999999999999936,10.600000000000001,5.501,5.099,257032.0
777539,2025-06-13,BAL,LAA,1,0.448,0.63,-0.182,8.997,4.035,4.962,147120.0
777538,2025-06-13,DET,CIN,1,0.627,0.56,0.06699999999999995,8.658,4.882,3.776,79521.0
777528,2025-06-13,NYM,TB,0,0.623,0.61,0.013000000000000012,9.484,5.21,4.274,258600.0
777537,2025-06-13,BOS,NYY,1,0.636,0.57,0.06600000000000006,8.14,4.619,3.521,303153.0
777535,2025-06-13,ATL,COL,1,0.61,0.76,-0.15000000000000002,11.629,6.319,5.31,153082.0
777524,2025-06-13,TEX,CWS,1,0.623,0.61,0.013000000000000012,9.047,5.055,3.992,51431.0
777529,2025-06-13,KC,ATH,0,0.389,0.6,-0.21099999999999997,10.521,4.542,5.979,101415.0
777527,2025-06-13,HOU,MIN,1,0.56,0.49,0.07000000000000006,10.016,5.204,4.812,73543.0
777525,2025-06-13,MIL,STL,1,0.502,0.6,-0.09799999999999998,9.128,4.369,4.759,63033.0
777521,2025-06-13,AZ,SD,1,0.513,0.56,-0.04700000000000004,10.006,4.899,5.107,109388.0
777520,2025-06-13,SEA,CLE,1,0.564,0.52,0.04399999999999993,9.024999999999999,4.763,4.262,152813.0
777522,2025-06-13,LAD,SF,0,0.555,0.63,-0.07499999999999996,9.156,4.791,4.365,240018.0
777514,2025-06-14,WSH,MIA,0,0.558,0.54,0.018000000000000016,9.940999999999999,5.186,4.755,285851.0
777517,2025-06-14,DET,CIN,0,0.522,0.64,-0.118,8.212,4.095,4.117,159624.0
777513,2025-06-14,CHC,PIT,1,0.602,0.68,-0.07800000000000007,9.897,5.424,4.473,217373.0
777519,2025-06-14,BAL,LAA,1,0.566,0.58,-0.014000000000000012,11.341000000000001,5.876,5.465,329860.0
777509,2025-06-14,PHI,TOR,1,0.567,0.6,-0.03300000000000003,8.815,4.568,4.247,146134.0
777508,2025-06-14,TEX,CWS,1,0.569,0.72,-0.15100000000000002,7.293,3.845,3.448,315817.0
777511,2025-06-14,KC,ATH,0,0.474,0.6,-0.126,10.405999999999999,4.872,5.534,75954.0
777518,2025-06-14,NYM,TB,0,0.423,0.57,-0.14699999999999996,8.2,3.526,4.674,182431.0
777510,2025-06-14,HOU,MIN,1,0.477,0.5,-0.02300000000000002,8.323,3.863,4.46,254193.0
777523,2025-06-14,ATL,COL,1,0.491,0.77,-0.279,8.987,4.281,4.706,76166.0
777512,2025-06-14,MIL,STL,0,0.453,0.56,-0.10700000000000004,9.606,4.417,5.189,169805.0
