game_pk,game_date,home_team,away_team,home_win,inning,top_bottom,inning_half,home_score,away_score,game_progress,sim_home_wp,kalshi_home_prob,edge,abs_edge,timestamp
777854,2025-05-19,LAD,AZ,0,9,Top,Top 9,3,9,0.8888888888888888,0.016,0.015,0.0010000000000000009,0.0010000000000000009,1747715808.954
777854,2025-05-19,LAD,AZ,0,9,Bot,Bot 9,3,9,0.9444444444444444,0.024,0.01,0.014,0.014,1747716127.395
777811,2025-05-23,CIN,CHC,0,1,Top,Top 1,0,0,0.0,0.552,0.48,0.07200000000000006,0.07200000000000006,1748040111.98
777811,2025-05-23,CIN,CHC,0,1,Bot,Bot 1,0,0,0.05555555555555555,0.614,0.52,0.09399999999999997,0.09399999999999997,1748040406.034
777811,2025-05-23,CIN,CHC,0,2,Top,Top 2,3,0,0.1111111111111111,0.862,0.78,0.08199999999999996,0.08199999999999996,1748041762.01
777811,2025-05-23,CIN,CHC,0,2,Bot,Bot 2,3,0,0.16666666666666666,0.888,0.82,0.06800000000000006,0.06800000000000006,1748042097.743
777811,2025-05-23,CIN,CHC,0,3,Top,Top 3,3,0,0.2222222222222222,0.878,0.8,0.07799999999999996,0.07799999999999996,1748042595.331
777811,2025-05-23,CIN,CHC,0,3,Bot,Bot 3,3,0,0.2777777777777778,0.896,0.83,0.06600000000000006,0.06600000000000006,1748043250.791
777811,2025-05-23,CIN,CHC,0,4,Top,Top 4,4,0,0.3333333333333333,0.922,0.88,0.04200000000000004,0.04200000000000004,1748044176.404
777811,2025-05-23,CIN,CHC,0,4,Bot,Bot 4,4,2,0.3888888888888889,0.884,0.74,0.14400000000000002,0.14400000000000002,1748045225.33
777811,2025-05-23,CIN,CHC,0,5,Top,Top 5,4,2,0.4444444444444444,0.834,0.72,0.11399999999999999,0.11399999999999999,1748045660.867
777811,2025-05-23,CIN,CHC,0,5,Bot,Bot 5,4,2,0.5,0.866,0.79,0.07599999999999996,0.07599999999999996,1748046100.175
777811,2025-05-23,CIN,CHC,0,6,Top,Top 6,6,2,0.5555555555555556,0.9,0.89,0.010000000000000009,0.010000000000000009,1748047233.361
777811,2025-05-23,CIN,CHC,0,6,Bot,Bot 6,6,2,0.6111111111111112,0.956,0.925,0.030999999999999917,0.030999999999999917,1748047803.848
777811,2025-05-23,CIN,CHC,0,7,Top,Top 7,6,2,0.6666666666666666,0.94,0.9299999999999999,0.010000000000000009,0.010000000000000009,1748048194.57
777811,2025-05-23,CIN,CHC,0,7,Bot,Bot 7,6,8,0.7222222222222222,0.098,0.21000000000000002,-0.11200000000000002,0.11200000000000002,1748049850.806
777811,2025-05-23,CIN,CHC,0,8,Top,Top 8,6,8,0.7777777777777778,0.072,0.14,-0.06800000000000002,0.06800000000000002,1748050374.437
777811,2025-05-23,CIN,CHC,0,8,Bot,Bot 8,6,11,0.8333333333333334,0.012,0.01,0.002,0.002,1748051096.475
777811,2025-05-23,CIN,CHC,0,9,Top,Top 9,6,11,0.8888888888888888,0.002,0.025,-0.023,0.023,1748051567.198
777811,2025-05-23,CIN,CHC,0,9,Bot,Bot 9,6,13,0.9444444444444444,0.0,0.01,-0.01,0.01,1748052155.631
777767,2025-05-25,LAA,MIA,0,1,Top,Top 1,0,0,0.0,0.41,0.51,-0.10000000000000003,0.10000000000000003,1748203780.107
777767,2025-05-25,LAA,MIA,0,1,Bot,Bot 1,0,0,0.05555555555555555,0.47,0.55,-0.08000000000000007,0.08000000000000007,1748204078.924
777767,2025-05-25,LAA,MIA,0,2,Top,Top 2,0,0,0.1111111111111111,0.456,0.57,-0.11399999999999993,0.11399999999999993,1748204639.035
777767,2025-05-25,LAA,MIA,0,2,Bot,Bot 2,0,0,0.16666666666666666,0.514,0.56,-0.04600000000000004,0.04600000000000004,1748205161.81
777767,2025-05-25,LAA,MIA,0,3,Top,Top 3,0,0,0.2222222222222222,0.466,0.52,-0.05399999999999999,0.05399999999999999,1748205631.392
777767,2025-05-25,LAA,MIA,0,3,Bot,Bot 3,0,1,0.2777777777777778,0.364,0.42,-0.055999999999999994,0.055999999999999994,1748206144.206
777767,2025-05-25,LAA,MIA,0,4,Top,Top 4,0,1,0.3333333333333333,0.352,0.41,-0.057999999999999996,0.057999999999999996,1748206511.604
777767,2025-05-25,LAA,MIA,0,4,Bot,Bot 4,0,2,0.3888888888888889,0.302,0.32,-0.018000000000000016,0.018000000000000016,1748207210.519
777767,2025-05-25,LAA,MIA,0,5,Top,Top 5,0,2,0.4444444444444444,0.226,0.26,-0.034,0.034,1748207679.303
777767,2025-05-25,LAA,MIA,0,5,Bot,Bot 5,0,3,0.5,0.21,0.2,0.009999999999999981,0.009999999999999981,1748208232.288
777767,2025-05-25,LAA,MIA,0,6,Top,Top 6,0,3,0.5555555555555556,0.134,0.15,-0.015999999999999986,0.015999999999999986,1748208641.525
777767,2025-05-25,LAA,MIA,0,6,Bot,Bot 6,0,3,0.6111111111111112,0.15,0.18,-0.03,0.03,1748208991.312
777767,2025-05-25,LAA,MIA,0,7,Top,Top 7,0,3,0.6666666666666666,0.396,0.10500000000000001,0.29100000000000004,0.29100000000000004,1748209930.714
777767,2025-05-25,LAA,MIA,0,7,Bot,Bot 7,0,3,0.7222222222222222,0.404,0.125,0.279,0.279,1748210489.39
777767,2025-05-25,LAA,MIA,0,8,Top,Top 8,0,3,0.7777777777777778,0.248,0.08,0.16799999999999998,0.16799999999999998,1748211035.251
777767,2025-05-25,LAA,MIA,0,8,Bot,Bot 8,0,3,0.8333333333333334,0.316,0.085,0.23099999999999998,0.23099999999999998,1748211643.629
777767,2025-05-25,LAA,MIA,0,9,Top,Top 9,0,3,0.8888888888888888,0.092,0.05,0.041999999999999996,0.041999999999999996,1748212020.809
777767,2025-05-25,LAA,MIA,0,9,Bot,Bot 9,0,3,0.9444444444444444,0.174,0.035,0.13899999999999998,0.13899999999999998,1748212396.167
777759,2025-05-26,TEX,TOR,0,1,Top,Top 1,0,0,0.0,0.554,0.58,-0.025999999999999912,0.025999999999999912,1748290096.444
777759,2025-05-26,TEX,TOR,0,1,Bot,Bot 1,0,1,0.05555555555555555,0.436,0.49,-0.05399999999999999,0.05399999999999999,1748290529.57
777759,2025-05-26,TEX,TOR,0,2,Top,Top 2,0,1,0.1111111111111111,0.398,0.42,-0.021999999999999964,0.021999999999999964,1748290809.211
777759,2025-05-26,TEX,TOR,0,2,Bot,Bot 2,0,1,0.16666666666666666,0.438,0.45,-0.01200000000000001,0.01200000000000001,1748291173.227
777759,2025-05-26,TEX,TOR,0,3,Top,Top 3,0,1,0.2222222222222222,0.386,0.42,-0.033999999999999975,0.033999999999999975,1748291456.582
777759,2025-05-26,TEX,TOR,0,3,Bot,Bot 3,0,1,0.2777777777777778,0.462,0.435,0.027000000000000024,0.027000000000000024,1748291738.425
777759,2025-05-26,TEX,TOR,0,4,Top,Top 4,0,1,0.3333333333333333,0.356,0.375,-0.019000000000000017,0.019000000000000017,1748292148.926
777759,2025-05-26,TEX,TOR,0,4,Bot,Bot 4,0,2,0.3888888888888889,0.272,0.3,-0.02799999999999997,0.02799999999999997,1748292697.382
777759,2025-05-26,TEX,TOR,0,5,Top,Top 5,1,2,0.4444444444444444,0.356,0.37,-0.014000000000000012,0.014000000000000012,1748293223.424
777759,2025-05-26,TEX,TOR,0,5,Bot,Bot 5,1,2,0.5,0.394,0.405,-0.01100000000000001,0.01100000000000001,1748293908.932
777759,2025-05-26,TEX,TOR,0,6,Top,Top 6,1,2,0.5555555555555556,0.346,0.26,0.08599999999999997,0.08599999999999997,1748294622.243
777759,2025-05-26,TEX,TOR,0,6,Bot,Bot 6,1,2,0.6111111111111112,0.344,0.365,-0.02100000000000002,0.02100000000000002,1748295460.999
777759,2025-05-26,TEX,TOR,0,7,Top,Top 7,1,2,0.6666666666666666,0.28,0.29,-0.009999999999999953,0.009999999999999953,1748295868.941
777759,2025-05-26,TEX,TOR,0,7,Bot,Bot 7,1,2,0.7222222222222222,0.292,0.35,-0.057999999999999996,0.057999999999999996,1748296262.68
777759,2025-05-26,TEX,TOR,0,8,Top,Top 8,1,2,0.7777777777777778,0.214,0.22,-0.006000000000000005,0.006000000000000005,1748296642.611
777759,2025-05-26,TEX,TOR,0,8,Bot,Bot 8,1,2,0.8333333333333334,0.248,0.28,-0.03200000000000003,0.03200000000000003,1748297178.411
777759,2025-05-26,TEX,TOR,0,9,Top,Top 9,1,2,0.8888888888888888,0.106,0.15,-0.044,0.044,1748297667.715
777759,2025-05-26,TEX,TOR,0,9,Bot,Bot 9,1,2,0.9444444444444444,0.196,0.17,0.025999999999999995,0.025999999999999995,1748298107.902
777750,2025-05-27,KC,CIN,0,1,Top,Top 1,0,0,0.0,0.58,0.525,0.05499999999999994,0.05499999999999994,1748389211.512
777750,2025-05-27,KC,CIN,0,1,Bot,Bot 1,0,0,0.05555555555555555,0.556,0.59,-0.03399999999999992,0.03399999999999992,1748389563.194
777750,2025-05-27,KC,CIN,0,2,Top,Top 2,0,0,0.1111111111111111,0.542,0.535,0.007000000000000006,0.007000000000000006,1748390035.685
777750,2025-05-27,KC,CIN,0,2,Bot,Bot 2,0,1,0.16666666666666666,0.446,0.455,-0.009000000000000008,0.009000000000000008,1748390552.898
777750,2025-05-27,KC,CIN,0,3,Top,Top 3,2,1,0.2222222222222222,0.622,0.68,-0.05800000000000005,0.05800000000000005,1748391170.8
777750,2025-05-27,KC,CIN,0,3,Bot,Bot 3,2,1,0.2777777777777778,0.816,0.715,0.10099999999999998,0.10099999999999998,1748391594.873
777750,2025-05-27,KC,CIN,0,4,Top,Top 4,2,1,0.3333333333333333,0.798,0.68,0.118,0.118,1748392034.019
777750,2025-05-27,KC,CIN,0,4,Bot,Bot 4,2,2,0.3888888888888889,0.69,0.59,0.09999999999999998,0.09999999999999998,1748392510.957
777750,2025-05-27,KC,CIN,0,5,Top,Top 5,2,2,0.4444444444444444,0.686,0.545,0.14100000000000001,0.14100000000000001,1748392924.203
777750,2025-05-27,KC,CIN,0,5,Bot,Bot 5,2,2,0.5,0.682,0.6,0.08200000000000007,0.08200000000000007,1748393715.081
777750,2025-05-27,KC,CIN,0,6,Top,Top 6,2,2,0.5555555555555556,0.648,0.515,0.133,0.133,1748394005.44
777750,2025-05-27,KC,CIN,0,6,Bot,Bot 6,2,3,0.6111111111111112,0.494,0.39,0.10399999999999998,0.10399999999999998,1748394444.396
777750,2025-05-27,KC,CIN,0,7,Top,Top 7,2,3,0.6666666666666666,0.41,0.325,0.08499999999999996,0.08499999999999996,1748394813.14
777750,2025-05-27,KC,CIN,0,7,Bot,Bot 7,2,3,0.7222222222222222,0.404,0.38,0.02400000000000002,0.02400000000000002,1748395138.337
777750,2025-05-27,KC,CIN,0,8,Top,Top 8,2,3,0.7777777777777778,0.3,0.24,0.06,0.06,1748395573.026
777750,2025-05-27,KC,CIN,0,8,Bot,Bot 8,2,6,0.8333333333333334,0.032,0.035,-0.0030000000000000027,0.0030000000000000027,1748396866.026
777750,2025-05-27,KC,CIN,0,9,Top,Top 9,2,6,0.8888888888888888,0.004,0.02,-0.016,0.016,1748397176.987
777750,2025-05-27,KC,CIN,0,9,Bot,Bot 9,2,7,0.9444444444444444,0.002,0.01,-0.008,0.008,1748397718.183
777707,2025-05-30,SD,PIT,1,1,Top,Top 1,0,0,0.0,0.494,0.64,-0.14600000000000002,0.14600000000000002,1748655701.932
777707,2025-05-30,SD,PIT,1,1,Bot,Bot 1,0,0,0.05555555555555555,0.554,0.685,-0.131,0.131,1748656285.131
777707,2025-05-30,SD,PIT,1,2,Top,Top 2,0,0,0.1111111111111111,0.516,0.635,-0.119,0.119,1748656529.042
777707,2025-05-30,SD,PIT,1,2,Bot,Bot 2,0,0,0.16666666666666666,0.544,0.68,-0.136,0.136,1748656934.414
777707,2025-05-30,SD,PIT,1,3,Top,Top 3,0,0,0.2222222222222222,0.488,0.64,-0.15200000000000002,0.15200000000000002,1748657303.608
777707,2025-05-30,SD,PIT,1,3,Bot,Bot 3,0,0,0.2777777777777778,0.57,0.68,-0.1100000000000001,0.1100000000000001,1748657657.588
777707,2025-05-30,SD,PIT,1,4,Top,Top 4,0,0,0.3333333333333333,0.488,0.62,-0.132,0.132,1748658037.611
777707,2025-05-30,SD,PIT,1,4,Bot,Bot 4,0,0,0.3888888888888889,0.596,0.68,-0.08400000000000007,0.08400000000000007,1748658373.689
777707,2025-05-30,SD,PIT,1,5,Top,Top 5,1,0,0.4444444444444444,0.644,0.76,-0.11599999999999999,0.11599999999999999,1748658944.979
777707,2025-05-30,SD,PIT,1,5,Bot,Bot 5,1,0,0.5,0.74,0.805,-0.06500000000000006,0.06500000000000006,1748659258.026
777707,2025-05-30,SD,PIT,1,6,Top,Top 6,1,0,0.5555555555555556,0.65,0.77,-0.12,0.12,1748659692.633
777707,2025-05-30,SD,PIT,1,6,Bot,Bot 6,1,2,0.6111111111111112,0.434,0.47,-0.035999999999999976,0.035999999999999976,1748660280.038
777707,2025-05-30,SD,PIT,1,7,Top,Top 7,3,2,0.6666666666666666,0.704,0.8,-0.09600000000000009,0.09600000000000009,1748660839.592
777707,2025-05-30,SD,PIT,1,7,Bot,Bot 7,3,2,0.7222222222222222,0.764,0.865,-0.10099999999999998,0.10099999999999998,1748661240.532
777707,2025-05-30,SD,PIT,1,8,Top,Top 8,3,2,0.7777777777777778,0.68,0.84,-0.15999999999999992,0.15999999999999992,1748661654.772
777707,2025-05-30,SD,PIT,1,8,Bot,Bot 8,3,2,0.8333333333333334,0.872,0.92,-0.04800000000000004,0.04800000000000004,1748662589.329
777707,2025-05-30,SD,PIT,1,9,Top,Top 9,3,2,0.8888888888888888,0.834,0.885,-0.051000000000000045,0.051000000000000045,1748662830.581
777716,2025-05-30,TOR,ATH,1,1,Top,Top 1,0,0,0.0,0.538,0.67,-0.132,0.132,1748646520.939
777716,2025-05-30,TOR,ATH,1,1,Bot,Bot 1,0,0,0.05555555555555555,0.538,0.665,-0.127,0.127,1748646893.542
777716,2025-05-30,TOR,ATH,1,2,Top,Top 2,0,0,0.1111111111111111,0.544,0.62,-0.07599999999999996,0.07599999999999996,1748647436.582
777716,2025-05-30,TOR,ATH,1,2,Bot,Bot 2,0,1,0.16666666666666666,0.47,0.535,-0.06500000000000006,0.06500000000000006,1748647975.32
777716,2025-05-30,TOR,ATH,1,3,Top,Top 3,3,1,0.2222222222222222,0.66,0.815,-0.15499999999999992,0.15499999999999992,1748649211.639
777716,2025-05-30,TOR,ATH,1,3,Bot,Bot 3,3,2,0.2777777777777778,0.658,0.765,-0.10699999999999998,0.10699999999999998,1748649941.018
777716,2025-05-30,TOR,ATH,1,4,Top,Top 4,6,2,0.3333333333333333,0.638,0.9450000000000001,-0.30700000000000005,0.30700000000000005,1748650865.722
777716,2025-05-30,TOR,ATH,1,4,Bot,Bot 4,6,3,0.3888888888888889,0.604,0.915,-0.31100000000000005,0.31100000000000005,1748651247.639
777716,2025-05-30,TOR,ATH,1,5,Top,Top 5,6,3,0.4444444444444444,0.614,0.905,-0.29100000000000004,0.29100000000000004,1748651641.642
777716,2025-05-30,TOR,ATH,1,5,Bot,Bot 5,6,5,0.5,0.396,0.785,-0.389,0.389,1748652384.733
777716,2025-05-30,TOR,ATH,1,6,Top,Top 6,9,5,0.5555555555555556,0.82,0.94,-0.12,0.12,1748653274.403
777716,2025-05-30,TOR,ATH,1,6,Bot,Bot 6,9,5,0.6111111111111112,0.952,0.97,-0.018000000000000016,0.018000000000000016,1748653622.375
777716,2025-05-30,TOR,ATH,1,7,Top,Top 7,11,5,0.6666666666666666,0.978,0.99,-0.01200000000000001,0.01200000000000001,1748654519.804
777716,2025-05-30,TOR,ATH,1,7,Bot,Bot 7,11,5,0.7222222222222222,0.992,0.99,0.0020000000000000018,0.0020000000000000018,1748654921.388
777716,2025-05-30,TOR,ATH,1,8,Top,Top 8,11,5,0.7777777777777778,1.0,0.975,0.025000000000000022,0.025000000000000022,1748655409.241
777716,2025-05-30,TOR,ATH,1,8,Bot,Bot 8,11,5,0.8333333333333334,0.998,0.99,0.008000000000000007,0.008000000000000007,1748655807.896
777716,2025-05-30,TOR,ATH,1,9,Top,Top 9,11,5,0.8888888888888888,1.0,0.99,0.010000000000000009,0.010000000000000009,1748656792.519
777651,2025-06-04,TOR,PHI,1,1,Top,Top 1,0,0,0.0,0.438,0.49,-0.05199999999999999,0.05199999999999999,1749078484.397
777651,2025-06-04,TOR,PHI,1,1,Bot,Bot 1,0,0,0.05555555555555555,0.516,0.565,-0.04899999999999993,0.04899999999999993,1749078794.281
777651,2025-06-04,TOR,PHI,1,2,Top,Top 2,0,0,0.1111111111111111,0.464,0.505,-0.04099999999999998,0.04099999999999998,1749079203.524
777651,2025-06-04,TOR,PHI,1,2,Bot,Bot 2,0,1,0.16666666666666666,0.414,0.445,-0.031000000000000028,0.031000000000000028,1749079613.047
777651,2025-06-04,TOR,PHI,1,3,Top,Top 3,0,1,0.2222222222222222,0.326,0.385,-0.059,0.059,1749079971.045
777651,2025-06-04,TOR,PHI,1,3,Bot,Bot 3,0,1,0.2777777777777778,0.4,0.425,-0.024999999999999967,0.024999999999999967,1749080510.198
777651,2025-06-04,TOR,PHI,1,4,Top,Top 4,0,1,0.3333333333333333,0.342,0.37,-0.02799999999999997,0.02799999999999997,1749080973.895
777651,2025-06-04,TOR,PHI,1,4,Bot,Bot 4,0,1,0.3888888888888889,0.428,0.43,-0.0020000000000000018,0.0020000000000000018,1749081325.451
777651,2025-06-04,TOR,PHI,1,5,Top,Top 5,0,1,0.4444444444444444,0.338,0.35,-0.011999999999999955,0.011999999999999955,1749081688.437
777651,2025-06-04,TOR,PHI,1,5,Bot,Bot 5,0,1,0.5,0.398,0.405,-0.007000000000000006,0.007000000000000006,1749082617.387
777651,2025-06-04,TOR,PHI,1,6,Top,Top 6,0,1,0.5555555555555556,0.308,0.325,-0.017000000000000015,0.017000000000000015,1749082986.208
777651,2025-06-04,TOR,PHI,1,6,Bot,Bot 6,0,1,0.6111111111111112,0.338,0.4,-0.062,0.062,1749083421.404
777651,2025-06-04,TOR,PHI,1,7,Top,Top 7,1,1,0.6666666666666666,0.478,0.5,-0.02200000000000002,0.02200000000000002,1749084224.912
777651,2025-06-04,TOR,PHI,1,7,Bot,Bot 7,1,1,0.7222222222222222,0.598,0.6,-0.0020000000000000018,0.0020000000000000018,1749084618.519
777651,2025-06-04,TOR,PHI,1,8,Top,Top 8,1,1,0.7777777777777778,0.474,0.5,-0.026000000000000023,0.026000000000000023,1749085004.287
777651,2025-06-04,TOR,PHI,1,8,Bot,Bot 8,1,1,0.8333333333333334,0.57,0.59,-0.020000000000000018,0.020000000000000018,1749085415.148
777651,2025-06-04,TOR,PHI,1,9,Top,Top 9,1,1,0.8888888888888888,0.472,0.5,-0.028000000000000025,0.028000000000000025,1749085815.67
777651,2025-06-04,TOR,PHI,1,9,Bot,Bot 9,1,1,0.9444444444444444,0.646,0.62,0.026000000000000023,0.026000000000000023,1749086400.312
777641,2025-06-04,SF,SD,1,1,Top,Top 1,0,0,0.0,0.47,0.485,-0.015000000000000013,0.015000000000000013,1749087963.376
777641,2025-06-04,SF,SD,1,1,Bot,Bot 1,0,2,0.05555555555555555,0.332,0.31,0.02200000000000002,0.02200000000000002,1749088576.639
777641,2025-06-04,SF,SD,1,2,Top,Top 2,0,2,0.1111111111111111,0.282,0.26,0.021999999999999964,0.021999999999999964,1749088970.224
777641,2025-06-04,SF,SD,1,2,Bot,Bot 2,0,2,0.16666666666666666,0.294,0.3,-0.006000000000000005,0.006000000000000005,1749089406.48
777641,2025-06-04,SF,SD,1,3,Top,Top 3,0,2,0.2222222222222222,0.286,0.25,0.035999999999999976,0.035999999999999976,1749089840.148
777641,2025-06-04,SF,SD,1,3,Bot,Bot 3,0,2,0.2777777777777778,0.312,0.27,0.04199999999999998,0.04199999999999998,1749090337.733
777641,2025-06-04,SF,SD,1,4,Top,Top 4,0,2,0.3333333333333333,0.248,0.23,0.017999999999999988,0.017999999999999988,1749090648.025
777641,2025-06-04,SF,SD,1,4,Bot,Bot 4,0,2,0.3888888888888889,0.288,0.25,0.03799999999999998,0.03799999999999998,1749091231.712
777641,2025-06-04,SF,SD,1,5,Top,Top 5,0,2,0.4444444444444444,0.25,0.21,0.04000000000000001,0.04000000000000001,1749091429.684
777641,2025-06-04,SF,SD,1,5,Bot,Bot 5,0,5,0.5,0.046,0.06,-0.013999999999999999,0.013999999999999999,1749092319.987
777641,2025-06-04,SF,SD,1,6,Top,Top 6,1,5,0.5555555555555556,0.074,0.05,0.023999999999999994,0.023999999999999994,1749092853.016
777641,2025-06-04,SF,SD,1,6,Bot,Bot 6,1,5,0.6111111111111112,0.104,0.08,0.023999999999999994,0.023999999999999994,1749093118.997
777641,2025-06-04,SF,SD,1,7,Top,Top 7,3,5,0.6666666666666666,0.186,0.16,0.025999999999999995,0.025999999999999995,1749093538.077
777641,2025-06-04,SF,SD,1,7,Bot,Bot 7,3,5,0.7222222222222222,0.208,0.16499999999999998,0.04300000000000001,0.04300000000000001,1749093814.894
777641,2025-06-04,SF,SD,1,8,Top,Top 8,6,5,0.7777777777777778,0.706,0.79,-0.08400000000000007,0.08400000000000007,1749095045.397
777641,2025-06-04,SF,SD,1,8,Bot,Bot 8,6,5,0.8333333333333334,0.852,0.875,-0.02300000000000002,0.02300000000000002,1749095561.917
777641,2025-06-04,SF,SD,1,9,Top,Top 9,6,5,0.8888888888888888,0.816,0.85,-0.03400000000000003,0.03400000000000003,1749095901.053
777626,2025-06-06,DET,CHC,1,1,Top,Top 1,0,0,0.0,0.452,0.64,-0.188,0.188,1749251402.825
777626,2025-06-06,DET,CHC,1,1,Bot,Bot 1,0,0,0.05555555555555555,0.508,0.68,-0.17200000000000004,0.17200000000000004,1749251793.163
777626,2025-06-06,DET,CHC,1,2,Top,Top 2,0,0,0.1111111111111111,0.446,0.63,-0.184,0.184,1749252114.233
777626,2025-06-06,DET,CHC,1,2,Bot,Bot 2,0,0,0.16666666666666666,0.51,0.655,-0.14500000000000002,0.14500000000000002,1749252463.297
777626,2025-06-06,DET,CHC,1,3,Top,Top 3,0,0,0.2222222222222222,0.46,0.6,-0.13999999999999996,0.13999999999999996,1749252916.674
777626,2025-06-06,DET,CHC,1,3,Bot,Bot 3,0,0,0.2777777777777778,0.518,0.645,-0.127,0.127,1749253469.539
777626,2025-06-06,DET,CHC,1,4,Top,Top 4,0,0,0.3333333333333333,0.468,0.6,-0.13199999999999995,0.13199999999999995,1749254104.127
777626,2025-06-06,DET,CHC,1,4,Bot,Bot 4,0,0,0.3888888888888889,0.552,0.645,-0.09299999999999997,0.09299999999999997,1749254508.119
777626,2025-06-06,DET,CHC,1,5,Top,Top 5,0,0,0.4444444444444444,0.462,0.58,-0.11799999999999994,0.11799999999999994,1749254790.23
777626,2025-06-06,DET,CHC,1,5,Bot,Bot 5,0,0,0.5,0.556,0.65,-0.09399999999999997,0.09399999999999997,1749255247.385
777626,2025-06-06,DET,CHC,1,6,Top,Top 6,1,0,0.5555555555555556,0.668,0.745,-0.07699999999999996,0.07699999999999996,1749255887.35
777626,2025-06-06,DET,CHC,1,6,Bot,Bot 6,1,1,0.6111111111111112,0.5,0.64,-0.14,0.14,1749256562.972
777626,2025-06-06,DET,CHC,1,7,Top,Top 7,2,1,0.6666666666666666,0.686,0.77,-0.08399999999999996,0.08399999999999996,1749257023.191
777626,2025-06-06,DET,CHC,1,7,Bot,Bot 7,2,1,0.7222222222222222,0.806,0.84,-0.03399999999999992,0.03399999999999992,1749257331.312
777626,2025-06-06,DET,CHC,1,8,Top,Top 8,2,1,0.7777777777777778,0.706,0.81,-0.10400000000000009,0.10400000000000009,1749257715.618
777626,2025-06-06,DET,CHC,1,8,Bot,Bot 8,2,1,0.8333333333333334,0.846,0.91,-0.06400000000000006,0.06400000000000006,1749258586.819
777626,2025-06-06,DET,CHC,1,9,Top,Top 9,3,1,0.8888888888888888,0.9,0.96,-0.05999999999999994,0.05999999999999994,1749258976.496
777579,2025-06-09,SD,LAD,0,1,Top,Top 1,0,0,0.0,0.354,0.48,-0.126,0.126,1749519699.552
777579,2025-06-09,SD,LAD,0,1,Bot,Bot 1,0,2,0.05555555555555555,0.256,0.31,-0.05399999999999999,0.05399999999999999,1749520618.167
777579,2025-06-09,SD,LAD,0,2,Top,Top 2,2,2,0.1111111111111111,0.326,0.48,-0.15399999999999997,0.15399999999999997,1749521390.351
777579,2025-06-09,SD,LAD,0,2,Bot,Bot 2,2,2,0.16666666666666666,0.43,0.51,-0.08000000000000002,0.08000000000000002,1749521774.919
777579,2025-06-09,SD,LAD,0,3,Top,Top 3,3,2,0.2222222222222222,0.428,0.57,-0.14199999999999996,0.14199999999999996,1749522339.259
777579,2025-06-09,SD,LAD,0,3,Bot,Bot 3,3,5,0.2777777777777778,0.17,0.29,-0.11999999999999997,0.11999999999999997,1749523358.163
777579,2025-06-09,SD,LAD,0,4,Top,Top 4,6,5,0.3333333333333333,0.49,0.59,-0.09999999999999998,0.09999999999999998,1749524074.758
777579,2025-06-09,SD,LAD,0,4,Bot,Bot 4,6,5,0.3888888888888889,0.592,0.63,-0.038000000000000034,0.038000000000000034,1749524898.51
777579,2025-06-09,SD,LAD,0,5,Top,Top 5,6,5,0.4444444444444444,0.518,0.58,-0.061999999999999944,0.061999999999999944,1749525172.36
777579,2025-06-09,SD,LAD,0,5,Bot,Bot 5,6,6,0.5,0.352,0.51,-0.15800000000000003,0.15800000000000003,1749525798.543
777579,2025-06-09,SD,LAD,0,6,Top,Top 6,6,6,0.5555555555555556,0.308,0.44,-0.132,0.132,1749526373.348
777579,2025-06-09,SD,LAD,0,6,Bot,Bot 6,6,6,0.6111111111111112,0.394,0.55,-0.15600000000000003,0.15600000000000003,1749526861.853
777579,2025-06-09,SD,LAD,0,7,Top,Top 7,6,6,0.6666666666666666,0.468,0.45,0.018000000000000016,0.018000000000000016,1749527319.082
777579,2025-06-09,SD,LAD,0,7,Bot,Bot 7,6,6,0.7222222222222222,0.578,0.54,0.03799999999999992,0.03799999999999992,1749527575.532
777579,2025-06-09,SD,LAD,0,8,Top,Top 8,6,6,0.7777777777777778,0.448,0.46,-0.01200000000000001,0.01200000000000001,1749527849.555
777579,2025-06-09,SD,LAD,0,8,Bot,Bot 8,6,6,0.8333333333333334,0.566,0.58,-0.014000000000000012,0.014000000000000012,1749528665.161
777579,2025-06-09,SD,LAD,0,9,Top,Top 9,6,6,0.8888888888888888,0.424,0.52,-0.09600000000000003,0.09600000000000003,1749529231.592
777579,2025-06-09,SD,LAD,0,9,Bot,Bot 9,6,6,0.9444444444444444,0.66,0.6,0.06000000000000005,0.06000000000000005,1749529601.988
777579,2025-06-09,SD,LAD,0,10,Top,Top 10,6,6,1.0,0.528,0.45,0.07800000000000001,0.07800000000000001,1749530232.037
777579,2025-06-09,SD,LAD,0,10,Bot,Bot 10,6,8,1.0,0.326,0.2,0.126,0.126,1749530866.465
777547,2025-06-11,COL,SF,0,1,Top,Top 1,0,0,0.0,0.35,0.355,-0.0050000000000000044,0.0050000000000000044,1749688798.468
777547,2025-06-11,COL,SF,0,1,Bot,Bot 1,0,2,0.05555555555555555,0.242,0.24,0.0020000000000000018,0.0020000000000000018,1749689532.9
777547,2025-06-11,COL,SF,0,2,Top,Top 2,0,2,0.1111111111111111,0.212,0.2,0.011999999999999983,0.011999999999999983,1749690004.469
777547,2025-06-11,COL,SF,0,2,Bot,Bot 2,0,2,0.16666666666666666,0.268,0.24,0.028000000000000025,0.028000000000000025,1749690390.913
777547,2025-06-11,COL,SF,0,3,Top,Top 3,0,2,0.2222222222222222,0.23,0.21,0.020000000000000018,0.020000000000000018,1749690939.35
