bin_lo,bin_hi,pred_mean,actual_mean,count,cal_error
0.2,0.30000000000000004,0.2806183409605099,0.3617021276595745,94,0.08108378669906458
0.30000000000000004,0.4,0.36543101169294445,0.4019097222222222,1152,0.03647871052927776
0.4,0.5,0.4550176679037246,0.4627552487776819,3477,0.007737580873957317
0.5,0.6000000000000001,0.5491994741211844,0.5395033860045146,4873,0.009696088116669777
0.6000000000000001,0.7000000000000001,0.6413777087895643,0.6313856427378965,2995,0.009992066051667803
0.7000000000000001,0.8,0.7256373729066745,0.7086092715231788,453,0.017028101383495753
0.8,0.9,0.8371953261605489,1.0,2,0.16280467383945108
