season,n_games,ens_ll,ens_brier,ens_auc,lr_ll,xgb_ll,baseline_home_ll
2020,898,0.6844053595636539,0.24547617044363654,0.5826151441055037,0.6887112094418798,0.6857969248080925,0.6890467076701581
2021,2429,0.6778665511295542,0.24243823686404217,0.5912554867186626,0.6751971202716344,0.6826410137190241,0.6902666755505147
2022,2430,0.6712955507670049,0.23918902485478238,0.6157284030411784,0.6731419233455215,0.672232669020954,0.6909798238567473
2023,2430,0.6795707148404264,0.24327006429752907,0.5936412544855404,0.6792931978683356,0.6831095538931719,0.6925888961678853
2024,2429,0.6784574273960132,0.2427867294542285,0.5969893781915349,0.6784820966973493,0.6810415974798838,0.6924011992791309
2025,2430,0.6787971695444388,0.2429903768626925,0.5811155793365539,0.679715344671946,0.6797819614888114,0.6898194286492219
