game_pk,game_date,season,home_team,away_team,home_win,lr_prob,xgb_prob,ens_prob,ens_calibrated,days_into_season,home_team_games_played,away_team_games_played,baseline_home,baseline_prior,kalshi_home_prob,kalshi_prob,model_prob,edge
777772,2025-05-25,2025,MIN,KC,0,0.5599311347796967,0.5328174,0.550726778433778,0.5347472924187723,68,51,53,0.5297880589299561,0.5167941431709706,0.52,0.52,0.550726778433778,0.030726778433778024
777783,2025-05-25,2025,ATL,SD,0,0.5103914111091524,0.5565131,0.5260484411124406,0.5347472924187723,68,51,50,0.5297880589299561,0.5167941431709706,0.59,0.59,0.5260484411124406,-0.06395155888755932
777775,2025-05-25,2025,TB,TOR,1,0.5033873724232739,0.537591,0.5149985529166251,0.5186500888099469,68,51,51,0.5297880589299561,0.5504663209380105,0.51,0.51,0.5149985529166251,0.004998552916625099
777779,2025-05-25,2025,CIN,CHC,0,0.512427996971429,0.470764,0.49828422424427044,0.5080645161290323,68,53,52,0.5297880589299561,0.5100314594101275,0.45,0.45,0.49828422424427044,0.048284224244270424
777776,2025-05-25,2025,PIT,MIL,0,0.38557464584908047,0.4590839,0.41052901284345156,0.3870481927710843,68,53,53,0.5297880589299561,0.4728374586570489,0.41,0.41,0.41052901284345156,0.0005290128434515817
777778,2025-05-25,2025,WSH,SF,0,0.49352934636728363,0.49962595,0.49559897531306824,0.5034106412005458,68,52,52,0.5297880589299561,0.49988131970881877,0.42,0.42,0.49559897531306824,0.07559897531306825
777785,2025-05-25,2025,BOS,BAL,0,0.5516252053780768,0.54972017,0.5509784978303158,0.5347472924187723,68,54,51,0.5297880589299561,0.4964975483333514,0.56,0.56,0.5509784978303158,-0.009021502169684226
777780,2025-05-25,2025,DET,CLE,1,0.6906100718237181,0.629874,0.6699918494841073,0.6666666666666666,68,53,51,0.5297880589299561,0.508098481012912,0.73,0.73,0.6699918494841073,-0.0600081505158927
777774,2025-05-25,2025,HOU,SEA,1,0.429011490558033,0.5030507,0.4541457526144014,0.4346210995542348,68,52,51,0.5297880589299561,0.5422359194388303,0.45,0.45,0.4541457526144014,0.004145752614401366
777763,2025-05-26,2025,LAA,NYY,0,0.40529769728357345,0.4236715,0.41153510063620913,0.3870481927710843,69,52,52,0.5297880589299561,0.4259849390132742,0.38,0.38,0.41153510063620913,0.031535100636209124
777756,2025-05-26,2025,SD,MIA,1,0.5591810975929604,0.52330846,0.5470033262987272,0.5347472924187723,69,51,51,0.5297880589299561,0.6320305619884001,0.6,0.6,0.5470033262987272,-0.05299667370127281
777761,2025-05-26,2025,AZ,PIT,1,0.6189065933550064,0.6125464,0.6167474780160098,0.6221498371335505,69,53,54,0.5297880589299561,0.5737828853645023,0.65,0.65,0.6167474780160098,-0.0332525219839902
777762,2025-05-26,2025,TB,MIN,1,0.5175838905607263,0.4925232,0.5090764758579273,0.5101580135440179,69,52,52,0.5297880589299561,0.5235506810900851,0.53,0.53,0.5090764758579273,-0.02092352414207277
777769,2025-05-26,2025,CLE,LAD,0,0.463086275531001,0.43652165,0.45406831847098106,0.4346210995542348,69,52,53,0.5297880589299561,0.5119641378803428,0.4,0.4,0.45406831847098106,0.054068318470981036
777758,2025-05-26,2025,NYM,CWS,1,0.7107229901561719,0.665947,0.6955227846982037,0.6826923076923078,69,53,53,0.5297880589299561,0.6837454374092303,0.72,0.72,0.6955227846982037,-0.02447721530179625
777760,2025-05-26,2025,KC,CIN,0,0.5204790164167022,0.47193906,0.5040010405588703,0.5101580135440179,69,54,54,0.5297880589299561,0.5604924661995417,0.54,0.54,0.5040010405588703,-0.03599895944112974
777771,2025-05-26,2025,BAL,STL,1,0.5050117090824892,0.48229626,0.4973004407498093,0.5034106412005458,69,52,53,0.5297880589299561,0.5571554865135475,0.48,0.48,0.4973004407498093,0.017300440749809298
777757,2025-05-26,2025,CHC,COL,1,0.7759453728105756,0.723131,0.7580163519342815,0.7755102040816326,69,53,53,0.5297880589299561,0.6032726623012741,0.77,0.77,0.7580163519342815,-0.0119836480657185
777764,2025-05-26,2025,MIL,BOS,1,0.4503191968784661,0.45779228,0.4528561029595841,0.4346210995542348,69,54,55,0.5297880589299561,0.5704694833693842,0.41,0.41,0.4528561029595841,0.04285610295958414
777770,2025-05-26,2025,DET,SF,1,0.5270524513384386,0.55941916,0.5380400535359057,0.5347472924187723,69,54,53,0.5297880589299561,0.5504663209380105,0.52,0.52,0.5380400535359057,0.018040053535905654
777759,2025-05-26,2025,TEX,TOR,0,0.6160183179460362,0.6250811,0.6190948896459498,0.6221498371335505,69,54,52,0.5297880589299561,0.5437588546035044,0.56,0.56,0.6190948896459498,0.05909488964594978
777741,2025-05-27,2025,TEX,TOR,1,0.6125816262142079,0.65154904,0.6258099876250043,0.6221498371335505,70,55,53,0.5297880589299561,0.5437588546035044,0.58,0.58,0.6258099876250043,0.04580998762500432
777742,2025-05-27,2025,SD,MIA,1,0.5834900622687299,0.5231061,0.5629913738317548,0.5682267633487147,70,52,52,0.5297880589299561,0.6320305619884001,0.61,0.61,0.5629913738317548,-0.04700862616824519
777743,2025-05-27,2025,SEA,WSH,1,0.5345414851832321,0.5251587,0.5313562898283702,0.5347472924187723,70,52,53,0.5297880589299561,0.577089676042491,0.61,0.61,0.5313562898283702,-0.07864371017162974
777744,2025-05-27,2025,AZ,PIT,0,0.6507022850431432,0.6681581,0.6566280569541743,0.6547842401500938,70,54,55,0.5297880589299561,0.5737828853645023,0.71,0.71,0.6566280569541743,-0.05337194304582571
777745,2025-05-27,2025,LAA,NYY,0,0.3470737618625203,0.35977644,0.3513859694106616,0.37823834196891193,70,53,53,0.5297880589299561,0.4259849390132742,0.35,0.35,0.3513859694106616,0.0013859694106616027
777752,2025-05-27,2025,HOU,ATH,1,0.726289537231653,0.66580206,0.7057557094714482,0.6826923076923078,70,53,54,0.5297880589299561,0.5556407258413737,0.69,0.69,0.7057557094714482,0.01575570947144822
777751,2025-05-27,2025,CHC,COL,1,0.6555045617046237,0.6632126,0.658121226972302,0.6547842401500938,70,54,54,0.5297880589299561,0.6032726623012741,0.75,0.75,0.658121226972302,-0.09187877302769798
777748,2025-05-27,2025,PHI,ATL,1,0.6115881327994879,0.67312247,0.6324773396510491,0.6266490765171503,70,53,52,0.5297880589299561,0.5504663209380105,0.51,0.51,0.6324773396510491,0.12247733965104912
777750,2025-05-27,2025,KC,CIN,0,0.4821115947320837,0.54160583,0.5023082448660234,0.5080645161290323,70,55,55,0.5297880589299561,0.5604924661995417,0.53,0.53,0.5023082448660234,-0.027691755133976592
